DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FNB,FCSA,2022-Q4,7.053343916,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FNB,FCSA,2023-Q1,6.081052828,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FNB,FCSA,2023-Q2,4.649779146,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FNB,FCSA,2023-Q3,2.740906721,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FNB,FCSA,2023-Q4,2.040807891,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2022-Q1,0.503017598,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2022-Q2,0.64593117,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2022-Q3,1.118039992,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2022-Q4,1.536685599,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2023-Q1,0.669639814,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2023-Q2,1.190881679,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2023-Q3,1.386840814,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,EDU,FCSA,2023-Q4,2.236187968,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2022-Q1,0.78610208,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2022-Q2,0.598787408,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2022-Q3,0.619715353,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2022-Q4,0.445000949,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2023-Q1,0.43430317,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2023-Q2,0.502662647,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2023-Q3,0.612152756,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,COM,FCSA,2023-Q4,0.633045872,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2022-Q1,-7.255368746,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2022-Q2,17.18008154,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2022-Q3,23.69878927,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2022-Q4,21.45989851,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2023-Q1,12.77937674,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2023-Q2,-3.486581016,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2023-Q3,-4.74565234,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,REC,FCSA,2023-Q4,-1.247045775,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2022-Q1,2.60973978,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2022-Q2,5.587035889,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2022-Q3,6.479746797,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2022-Q4,4.615776811,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2023-Q1,3.380043696,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2023-Q2,0.839869388,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2023-Q3,0.483584805,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,ALL,FCSA,2023-Q4,1.867779089,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2022-Q1,-0.60489609,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2022-Q2,-0.293113065,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2022-Q3,-0.164639051,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2022-Q4,1.128835041,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2023-Q1,3.484554098,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2023-Q2,3.025206924,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2023-Q3,3.613600949,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,FUR,FCSA,2023-Q4,2.707544872,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2022-Q1,0.103104954,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2022-Q2,2.955763,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2022-Q3,3.016712979,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2022-Q4,2.587778423,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2023-Q1,3.234967371,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2023-Q2,2.73412163,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2023-Q3,1.932015186,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MIS,FCSA,2023-Q4,1.796672419,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2022-Q1,21.0764157,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2022-Q2,30.25908131,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2022-Q3,30.18457472,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2022-Q4,10.95845466,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2023-Q1,2.538061126,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2023-Q2,-10.4085836,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2023-Q3,-11.45794071,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TRN,FCSA,2023-Q4,-1.488993153,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2022-Q1,1.980920224,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2022-Q2,0.507917668,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2022-Q3,-0.776307153,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2022-Q4,-2.911877245,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2023-Q1,-4.079415992,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2023-Q2,-4.081616621,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2023-Q3,-3.286819705,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TOB,FCSA,2023-Q4,-2.781743951,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2022-Q1,-3.496959579,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2022-Q2,5.793648498,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2022-Q3,0.50359501,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2022-Q4,0.830615459,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2023-Q1,0.654965534,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2023-Q2,1.037804861,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2023-Q3,3.215190217,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,INS,FCSA,2023-Q4,5.14028952,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2022-Q1,0.110237736,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2022-Q2,0.707292438,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2022-Q3,3.842580162,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2022-Q4,3.724333118,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2023-Q1,0.796143953,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2023-Q2,0.213488551,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2023-Q3,2.267955968,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,MED,FCSA,2023-Q4,2.231316373,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2022-Q1,2.512279899,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2022-Q2,1.574652575,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2022-Q3,3.266384834,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2022-Q4,4.129406982,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2023-Q1,4.650506228,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2023-Q2,3.903968247,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2023-Q3,2.964094535,2,,
FCSA:DF_CPI_Q(3.2.0),CPI_QCHNG,PERCENT,AE,Q,TEX,FCSA,2023-Q4,1.252795255,2,,
