DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2010-09,4.34,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2010-10,5.62,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2010-11,0.83,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2010-12,2.54,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-01,2.91,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-02,2.09,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-03,1.64,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-04,1.81,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-05,1.96,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-06,4.94,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-07,4.78,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-08,3.89,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-09,5.12,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-10,4.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-11,4.56,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2011-12,4.93,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-01,4.24,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-02,4.26,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-03,4.59,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-04,4.07,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-05,3.91,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-06,1.7,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-07,0.98,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-08,0.84,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-09,0.52,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-10,0.24,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-11,0.22,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2012-12,0.14,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-01,-0.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-02,0.6,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-03,0.77,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-04,0.66,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-05,1.01,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-06,1.22,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-07,1.17,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-08,1.01,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-09,0.69,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-10,0.99,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-11,1.94,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2013-12,1.66,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-01,2.31,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-02,2.73,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-03,3.57,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-04,4.5,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-05,4.74,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-06,4.52,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-07,4.61,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-08,4.86,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-09,4.75,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-10,4.57,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-11,4.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2014-12,4.84,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-01,5.11,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-02,4.46,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-03,3.65,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-04,2.82,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-05,2.52,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-06,1.7,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-07,1.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-08,1.44,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-09,1.72,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-10,1.29,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-11,0.29,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2015-12,0.38,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-01,-0.52,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-02,-0.3,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-03,-0.28,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-04,-0.54,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-05,-0.59,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-06,0.2,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-07,0.28,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-08,0.18,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-09,0.54,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-10,0.1,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-11,2.1,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2016-12,2.37,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-01,2.33,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-02,2.17,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-03,1.28,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-04,1.18,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-05,1.33,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-06,1.19,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-07,0.66,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-08,1.33,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-09,0.36,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-10,1.68,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-11,-0.08,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2017-12,-0.46,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-01,3.12,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-02,4.84,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-03,4.77,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-04,4.59,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-05,4.47,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-06,4.77,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-07,5.02,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-08,4.85,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-09,6.09,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-10,5.76,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-11,3.53,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2018-12,3.56,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-01,3.64,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-02,2.78,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-03,1.83,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-04,2.68,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-05,2,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-06,1.73,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-07,1.17,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-08,-0.26,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-09,-0.7,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-10,-0.24,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-11,1.68,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2019-12,1.43,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-01,-2.23,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-02,-2.82,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-03,-1.84,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-04,-2.9,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-05,-2.34,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-06,-3.39,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-07,-3.06,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-08,-2.11,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-09,-3.07,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-10,-2.38,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-11,-2.61,2,,
FCSA:DF_CPI(3.2.0),CPI_ANNCHG,PERCENT,AE,M,FUR,FCSA,2020-12,-2.11,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-01,68.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-02,68.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-03,68.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-04,68.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-05,68.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-06,69.65,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-07,70.24,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-08,70.24,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-09,74.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-10,74.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-11,74.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2008-12,74.38,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-01,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-02,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-03,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-04,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-05,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-06,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-07,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-08,75.08,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-09,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-10,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-11,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2009-12,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-01,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-02,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-03,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-04,82.93,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-05,83.13,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-06,83.01,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-07,83.01,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-08,83.01,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-09,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-10,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-11,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2010-12,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-01,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-02,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-03,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-04,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-05,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-06,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-07,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-08,85.96,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-09,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-10,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-11,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2011-12,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-01,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-02,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-03,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-04,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-05,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-06,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-07,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-08,89.21,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-09,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-10,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-11,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2012-12,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-01,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-02,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-03,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-04,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-05,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-06,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-07,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-08,94.47,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-09,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-10,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-11,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2013-12,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-01,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-02,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-03,98.62,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-04,98.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-05,98.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-06,98.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-07,98.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-08,98.78,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-09,102.57,2,,
FCSA:DF_CPI(3.2.0),CPI_INDEX14,INDX,AE,M,EDU,FCSA,2014-10,102.57,2,,
