DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,CPI_DIV,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,UNIT_MULT
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,HOU,FCSA,2022,-0.29,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,HOU,FCSA,2023,3.12988889,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,COM,FCSA,2022,0.61,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,COM,FCSA,2023,0.545497979,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2010,101.74,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2011,99.27,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2012,96.72,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2013,96.96,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2015,108.83,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2016,112.71,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2017,113.7,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2018,110.18,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2019,104.45,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,HOU,FCSA,2020,100.63,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2010,99.42,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2011,99.46,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2012,99.47,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2013,99.45,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2015,100.13,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2016,99.31,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2017,97.75,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2018,101.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2019,101.45,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,COM,FCSA,2020,101.39,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,FNB,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,FNB,FCSA,2022,107.17,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,FNB,FCSA,2023,111.2848318,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,REC,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,REC,FCSA,2022,112.96,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,REC,FCSA,2023,113.4626208,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2010,3.37,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2011,3.74,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2012,0.16,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2013,1,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2014,1.37,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2015,2,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2016,-4.08,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2017,5.37,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2018,11.04,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2019,-4.02,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2020,-5.8,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TRN,FCSA,2021,8.87,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2010,0.88,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2011,0.75,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2012,4.14,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2013,1.94,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2014,1.22,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2015,2.67,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2016,2.12,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2017,1.02,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2018,7.46,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2019,1.38,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2020,0.26,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,RES,FCSA,2021,0.66,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,INS,FCSA,2022,0.8,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,INS,FCSA,2023,2.504493779,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,MIS,FCSA,2022,2.16,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,MIS,FCSA,2023,2.420355127,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2010,99.05,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2011,97.19,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2012,99.55,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2013,99.8,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2015,98.38,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2016,101.58,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2017,101.78,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2018,117.17,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2019,114.19,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TEX,FCSA,2020,119.57,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,EDU,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,EDU,FCSA,2022,100.95,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,EDU,FCSA,2023,102.3360172,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,ALL,FCSA,2022,4.82,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,ALL,FCSA,2023,1.626708372,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2010,94,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2011,97.51,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2012,97.67,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2013,98.65,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2015,102,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2016,97.84,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2017,103.1,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2018,114.48,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2019,109.89,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TRN,FCSA,2020,103.51,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2010,93.87,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2011,98.16,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2012,98.39,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2013,99.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2015,100.06,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2016,100.37,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2017,95.64,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2018,103.83,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2019,120.51,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,REC,FCSA,2020,99.65,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,HOU,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,HOU,FCSA,2022,99.71,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,HOU,FCSA,2023,102.831171,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,MED,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,MED,FCSA,2022,102.07,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,MED,FCSA,2023,103.4776927,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2010,0.88,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2011,0.88,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2012,0.66,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2013,1.1,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2014,2.35,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2015,4.07,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2016,1.62,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2017,1.97,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2018,3.07,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2019,-1.93,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2020,-2.08,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,ALL,FCSA,2021,0.18,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2010,1.26,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2011,2.15,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2012,6.36,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2013,14.25,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2014,2.93,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2015,1.21,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2016,1.06,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2017,18.29,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2018,56.98,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2019,1.97,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2020,5.79,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,TOB,FCSA,2021,0,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,TEX,FCSA,2022,2.87,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,TEX,FCSA,2023,3.172211524,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,FUR,FCSA,2022,0.02,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,FUR,FCSA,2023,3.205256331,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2010,89.85,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2011,93.09,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2012,95.06,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2013,95.94,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2015,102.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2016,102.54,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2017,103.65,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2018,108.43,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2019,110.02,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,FUR,FCSA,2020,107.2,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,COM,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,COM,FCSA,2022,100.61,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,COM,FCSA,2023,101.1611626,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2010,-0.31,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2011,-2.43,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2012,-2.57,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2013,0.26,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2014,3.13,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2015,8.83,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2016,3.57,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2017,0.88,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2018,-3.1,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2019,-5.2,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2020,-3.67,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,HOU,FCSA,2021,-3.48,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2010,97.67,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2011,98.12,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2012,99.19,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2013,99.57,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2015,100.34,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2016,102.09,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2017,106.04,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2018,106.01,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2019,105.93,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,MED,FCSA,2020,105.91,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,TRN,FCSA,2021,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,TRN,FCSA,2022,122.95,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX21,INDX,AE,A,TRN,FCSA,2023,116.0534602,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2010,4.46,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2011,5.86,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2012,5.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2013,2.69,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2014,2.17,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2015,1.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2016,1.01,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2017,1.2,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2018,3.54,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2019,-1.39,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2020,3.7,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FNB,FCSA,2021,-0.01,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2010,4.67,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2011,3.6,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2012,2.11,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2013,0.93,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2014,4.23,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2015,2.24,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2016,0.29,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2017,1.08,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2018,4.61,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2019,1.47,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2020,-2.57,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG,PERCENT,AE,A,FUR,FCSA,2021,0.45,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,MED,FCSA,2022,2.07,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,MED,FCSA,2023,1.37821719,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,TOB,FCSA,2022,-0.32,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_ANNCHG21,PERCENT,AE,A,TOB,FCSA,2023,-3.560593613,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2010,78.27,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2011,79.96,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2012,85.04,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2013,97.16,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2014,100,2,,
FCSA:DF_CPI_ANN(3.2.0),CPI_INDEX14,INDX,AE,A,TOB,FCSA,2015,101.21,2,,
