Year,TrackMarker,X,Y,Number,Letter,Angle,Distance
2019,Marshal Sectors,-12709.077428973866,-1035.7623383628797,9,,150.85722682992562,2557.0676728363383
2019,Marshal Sectors,-12636.806249727833,-2679.819166967661,10,,-119.1092539177331,2741.267198528725
2019,Marshal Sectors,-11611.682209016597,-4073.8103816506014,11,,-128.7856150605134,2948.079824735764
2019,Marshal Sectors,-9955.785776061326,-1376.5754878953442,12,,-199.64141432021776,3421.9229811966493
2019,Marshal Sectors,-7478.3691502027195,-1257.217603636007,13,,60.220656724446016,3833.5270889123813
2019,Marshal Sectors,-6294.312287178693,-2115.818033345891,14,,-175.01931206116552,4004.3064510237455
2019,Marshal Sectors,-4708.064243280508,-2509.3429199322854,15,,-93.04644000055077,4179.400484581924
2019,Marshal Sectors,-3940.223865622503,-1874.1184083712212,16,,-191.8903653097024,4310.802460143298
2019,Marshal Sectors,-2819.6079440542703,-1689.395221687485,17,,-93.88070024313998,4398.439984143617
2019,Marshal Sectors,-259.5863094246406,-2619.1598703845334,18,,-93.20732245917469,4714.8354331073715
2022,Corners,431.13265185736964,3476.576339145755,1,,40.09899112559812,398.67052705899346
2022,Corners,-195.2140342729199,3722.2068354357343,2,,-116.33812114496007,459.61538761458604
2022,Corners,-779.7542602987305,4085.8999696922547,3,,108.31812608238168,536.8858956226094
2022,Corners,-1000.248495084903,2762.5658073638174,4,,-159.82584190332562,684.5420624024887
2022,Corners,-704.2751363886564,290.4987435530211,5,,-56.17507239255018,965.3534847469645
2022,Corners,-4914.428676444357,446.07877429337077,6,,-99.40534019082725,1392.7870791601647
2022,Corners,-8210.484031585085,2141.91893694609,7,,84.28802927725171,1766.2122252569607
2022,Corners,-9608.455015003696,545.2344521818222,8,,-137.55488367522997,1992.9460524159344
2022,Corners,-11035.325462710984,1643.4830602634265,9,,-77.17835340212868,2181.6667787863375
2022,Corners,-13197.999977462843,-1883.9884365433581,10,,-182.9285608765443,2596.751842965429
2022,Corners,-12225.258327405409,-3008.9788169688827,11,,21.97298112607431,2756.3929699532796
2022,Corners,-11972.752928264084,-3759.2471044775466,12,,-133.1642603505898,2847.3271212006853
2022,Corners,-10795.164153894957,-4903.60650770113,13,,-96.04299005964127,3011.7430417180813
2022,Corners,-9087.216472295006,75.60817055162295,14,,273.56261626114366,3571.988150781145
2022,Corners,-7370.032739596296,-1290.3335741899066,15,,247.80392755981828,3802.3063920668437
2022,Corners,-2544.27408282517,-1747.779915053758,16,,41.59452534061187,4405.583785335504
2022,Corners,-2205.492524818259,-2401.4104525295033,17,,48.421856283785445,4479.720654361483
2022,Corners,386.8427724646517,-2657.5894968940347,18,,99.54974113843991,4743.2487121653785
2022,Corners,1136.5661843074995,-1839.636021516253,19,,-14.64865962944613,4850.910421545317
2022,Marshal Lights,1060.1647402536846,-343.53132508195813,1,,9.149998415264882,7.355368584231056
2022,Marshal Lights,666.41800281211,2527.0522505516765,2,,6.475625389089913,283.9058380457352
2022,Marshal Lights,-1108.3667986032488,3674.839718718694,3,,-189.84244944317817,590.8087730179402
2022,Marshal Lights,-431.38063913069436,923.2242379724939,4,,2.5220685743399756,879.2553249876095
2022,Marshal Lights,-2947.5527296952487,272.0040147701309,5,,-94.32369993359607,1189.5177373942538
2022,Marshal Lights,-7272.110582986823,1657.5922873797354,6,,57.13387256760495,1660.6240017313
2022,Marshal Lights,-9181.404233317351,957.7249150873465,7,,-23.18729760069427,1928.0902654085721
2022,Marshal Lights,-10406.38946711432,1407.6132024406315,8,,45.60214140420332,2112.190881626313
2022,Marshal Lights,-12731.140383214188,-1039.944706112171,9,,147.20409397997528,2500.533135449119
2022,Marshal Lights,-12696.452312031437,-2647.3441337892027,10,,-111.3693827703263,2693.7827733229005
2022,Marshal Lights,-11385.368206437786,-4258.256578159635,11,,-132.87686534891057,2926.973498280116
2022,Marshal Lights,-10360.594666103334,-3241.4319119090324,12,,-9.088076711710201,3194.813635055423
2022,Marshal Lights,-10008.707931041445,-1480.7363880234773,13,,-194.87475532101058,3377.0865664844305
2022,Marshal Lights,-7741.356280624563,-1069.506744365598,14,,53.70034135956587,3760.4979542971478
2022,Marshal Lights,-3522.2718863745604,-1610.0480177654954,15,,-91.48938589294686,4304.3006636241325
2022,Marshal Lights,-98.13917935409154,-2661.597427529588,16,,-93.60288172373922,4700.916821380798
2022,Marshal Sectors,1116.26040659896,-684.5624335161597,1,,9.4081812525379,4988.333728630076
2022,Marshal Sectors,639.916993804658,2757.2058017669106,2,,6.737761948147018,321.66725041633947
2022,Marshal Sectors,-1050.0821200960627,3874.9932899451387,3,,-204.3841218246034,571.8900356230777
2022,Marshal Sectors,-454.78260478050106,1195.4779531823385,4,,-172.1113890807365,865.8013019697862
2022,Marshal Sectors,-3015.706599799051,277.34950292509757,5,,-94.34875101609867,1189.5177373942538
2022,Marshal Sectors,-7275.284466306195,1659.6770519694574,6,,56.513442480786466,1660.6240017313
2022,Marshal Sectors,-9200.853150674437,912.3438999220864,7,,-22.92198596371152,1928.0902654085721
2022,Marshal Sectors,-10384.654630036719,1386.3836290966628,8,,-134.6143088221271,2112.190881626313
2022,Marshal Sectors,-12753.835673691112,-1075.0198901301724,9,,-32.94889077697729,2500.533135449119
2022,Marshal Sectors,-12639.926906022956,-2669.643665871607,10,,-111.3803542369537,2709.361389573073
2022,Marshal Sectors,-11593.209502333204,-4074.8750852447392,11,,-129.56145639388876,2896.297390442611
2022,Marshal Sectors,-10395.879965919441,-3466.55789450719,12,,-9.872159784425552,3180.399963853558
2022,Marshal Sectors,-9999.018529940708,-1444.0166130925063,13,,-194.97821688414314,3377.0865664844305
2022,Marshal Sectors,-7641.557197151713,-1138.7898104583182,14,,-123.48052594835029,3775.959484307798
2022,Marshal Sectors,-3355.213074502203,-1614.2191388014176,15,,-91.60115255591343,4327.9676421915065
2022,Marshal Sectors,-219.4127691793101,-2653.6245489021694,16,,86.28839602702796,4682.707969673601
2023,Corners,431.13265185736964,3476.576339145755,1,,40.09899112559812,401.392952506916
2023,Corners,-195.2140342729199,3722.2068354357343,2,,-116.33812114496007,470.299978107165
2023,Corners,-779.7542602987305,4085.8999696922547,3,,108.31812608238168,537.9070806380919
2023,Corners,-1000.248495084903,2762.5658073638174,4,,-159.82584190332562,685.8562883798575
2023,Corners,-704.2751363886564,290.4987435530211,5,,-56.17507239255018,969.6924922292309
2023,Corners,-4914.428676444357,446.07877429337077,6,,-99.40534019082725,1399.4435114795901
2023,Corners,-8210.484031585085,2141.91893694609,7,,84.28802927725171,1764.0964309650528
2023,Corners,-9608.455015003696,545.2344521818222,8,,-137.55488367522997,1988.3546356162594
2023,Corners,-11035.325462710984,1643.4830602634265,9,,-77.17835340212868,2181.977090540225
2023,Corners,-13197.999977462843,-1883.9884365433581,10,,-182.9285608765443,2597.8004604242815
2023,Corners,-12225.258327405409,-3008.9788169688827,11,,21.97298112607431,2753.574965437141
2023,Corners,-11972.752928264084,-3759.2471044775466,12,,-133.1642603505898,2841.4041941506753
2023,Corners,-10795.164153894957,-4903.60650770113,13,,-96.04299005964127,3008.2210136447393
2023,Corners,-9087.216472295006,75.60817055162295,14,,273.56261626114366,3572.7704934311773
2023,Corners,-7370.032739596296,-1290.3335741899066,15,,247.80392755981828,3793.891945421935
2023,Corners,-2544.27408282517,-1747.779915053758,16,,41.59452534061187,4286.48264786569
2023,Corners,-2205.492524818259,-2401.4104525295033,17,,48.421856283785445,4351.125456400227
2023,Corners,386.8427724646517,-2657.5894968940347,18,,99.54974113843991,4606.25214413263
2023,Corners,1136.5661843074995,-1839.636021516253,19,,-14.64865962944613,4739.842225477306
2023,Marshal Lights,1060.1647402536846,-343.53132508195813,1,,9.149998415264882,17.62048576409963
2023,Marshal Lights,666.41800281211,2527.0522505516765,2,,6.475625389089913,306.1282720945852
2023,Marshal Lights,-1108.3667986032488,3674.839718718694,3,,-189.84244944317817,594.7810756679567
2023,Marshal Lights,-431.38063913069436,923.2242379724939,4,,2.5220685743399756,893.2995232542046
2023,Marshal Lights,-2947.5527296952487,272.0040147701309,5,,-94.32369993359607,1206.2762971418447
2023,Marshal Lights,-7272.110582986823,1657.5922873797354,6,,57.13387256760495,1677.5361963355776
2023,Marshal Lights,-9181.404233317351,957.7249150873465,7,,-23.18729760069427,1924.0011825329227
2023,Marshal Lights,-10406.38946711432,1407.6132024406315,8,,45.60214140420332,2115.8794254974364
2023,Marshal Lights,-12731.140383214188,-1039.944706112171,9,,147.20409397997528,2506.249140433712
2023,Marshal Lights,-12696.452312031437,-2647.3441337892027,10,,-111.3693827703263,2697.621953415326
2023,Marshal Lights,-11385.368206437786,-4258.256578159635,11,,-132.87686534891057,2911.766881685252
2023,Marshal Lights,-10360.594666103334,-3241.4319119090324,12,,-9.088076711710201,3180.867474231787
2023,Marshal Lights,-10008.707931041445,-1480.7363880234773,13,,-194.87475532101058,3359.4504785372465
2023,Marshal Lights,-7741.356280624563,-1069.506744365598,14,,53.70034135956587,3750.8594851853923
2023,Marshal Lights,-3522.2718863745604,-1610.0480177654954,15,,-91.48938589294686,4177.273269484249
2023,Marshal Lights,-98.13917935409154,-2661.597427529588,16,,-93.60288172373922,4570.130304600285
2023,Marshal Sectors,1116.26040659896,-684.5624335161597,1,,9.4081812525379,4845.213692776693
2023,Marshal Sectors,639.916993804658,2757.2058017669106,2,,6.737761948147018,321.04638980093966
2023,Marshal Sectors,-1050.0821200960627,3874.9932899451387,3,,-204.3841218246034,575.8799798612858
2023,Marshal Sectors,-454.78260478050106,1195.4779531823385,4,,-172.1113890807365,851.5022161287122
2023,Marshal Sectors,-3015.706599799051,277.34950292509757,5,,-94.34875101609867,1206.2762971418447
2023,Marshal Sectors,-7275.284466306195,1659.6770519694574,6,,56.513442480786466,1677.5361963355776
2023,Marshal Sectors,-9200.853150674437,912.3438999220864,7,,-22.92198596371152,1933.6721504223867
2023,Marshal Sectors,-10384.654630036719,1386.3836290966628,8,,-134.6143088221271,2115.8794254974364
2023,Marshal Sectors,-12753.835673691112,-1075.0198901301724,9,,-32.94889077697729,2506.249140433712
2023,Marshal Sectors,-12639.926906022956,-2669.643665871607,10,,-111.3803542369537,2697.621953415326
2023,Marshal Sectors,-11593.209502333204,-4074.8750852447392,11,,-129.56145639388876,2896.2185179414173
2023,Marshal Sectors,-10395.879965919441,-3466.55789450719,12,,-9.872159784425552,3166.205289193216
2023,Marshal Sectors,-9999.018529940708,-1444.0166130925063,13,,-194.97821688414314,3359.4504785372465
2023,Marshal Sectors,-7641.557197151713,-1138.7898104583182,14,,-123.48052594835029,3764.1467900468947
2023,Marshal Sectors,-3355.213074502203,-1614.2191388014176,15,,-91.60115255591343,4197.005238349606
2023,Marshal Sectors,-219.4127691793101,-2653.6245489021694,16,,86.28839602702796,4563.236322781462
