Year,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2018,0 days 01:05:45.895000,29.5,71.2,1008.1,False,32.9,181,1.2
2018,0 days 01:06:45.912000,29.5,70.7,1008.1,False,32.9,160,1.1
2018,0 days 01:07:45.923000,29.5,71.1,1008.0,False,32.9,187,1.0
2018,0 days 01:08:45.938000,29.5,71.5,1008.0,False,32.9,178,1.3
2018,0 days 01:09:45.956000,29.6,70.7,1008.2,False,32.9,198,1.2
2018,0 days 01:10:45.964000,29.6,70.9,1008.2,False,33.1,172,1.3
2018,0 days 01:11:45.976000,29.6,71.1,1008.1,False,33.0,152,1.4
2018,0 days 01:12:46.094000,29.5,71.3,1008.2,False,32.7,164,1.0
2018,0 days 01:13:46.002000,29.5,71.2,1008.2,False,32.7,189,1.1
2018,0 days 01:14:46.016000,29.6,71.1,1008.1,False,32.7,172,1.4
2018,0 days 01:15:46.039000,29.6,70.2,1008.2,False,33.0,207,0.9
2018,0 days 01:16:46.046000,29.5,70.4,1008.1,False,33.0,182,1.0
2018,0 days 01:17:46.057000,29.6,70.4,1008.2,False,33.0,162,1.0
2018,0 days 01:18:46.068000,29.6,70.7,1008.1,False,33.1,177,1.1
2019,0 days 00:00:05.195000,30.0,64.3,1009.2,False,35.3,151,0.7
2019,0 days 00:01:04.958000,30.0,64.3,1009.2,False,35.3,151,0.7
2019,0 days 00:02:04.986000,29.9,64.0,1009.2,False,35.1,153,0.6
2019,0 days 00:03:04.999000,30.0,63.3,1009.2,False,35.1,146,0.9
2019,0 days 00:04:04.996000,29.9,63.6,1009.3,False,35.1,163,1.3
2019,0 days 00:05:04.993000,29.9,64.0,1009.3,False,35.0,139,0.4
2019,0 days 00:06:05.021000,30.0,63.9,1009.3,False,35.0,147,0.9
2019,0 days 00:07:05.002000,30.0,63.6,1009.4,False,35.3,181,0.5
2019,0 days 00:08:04.999000,30.0,63.5,1009.4,False,35.3,157,1.3
2019,0 days 00:09:04.996000,30.0,63.7,1009.3,False,35.3,129,1.4
2019,0 days 00:10:05.009000,30.0,64.3,1009.4,False,35.2,182,0.8
2019,0 days 00:11:05.006000,30.0,64.3,1009.4,False,35.1,140,0.9
2019,0 days 00:12:05.003000,30.0,63.5,1009.4,False,35.1,158,1.3
2019,0 days 00:13:05.015000,30.0,63.1,1009.4,False,35.3,181,0.6
2019,0 days 00:14:05.075000,30.0,62.2,1009.4,False,35.4,157,1.0
2019,0 days 00:15:05.056000,30.0,61.8,1009.3,False,35.2,168,1.5
2019,0 days 00:16:05.053000,30.0,60.4,1009.3,False,35.2,174,1.9
2019,0 days 00:17:05.050000,30.0,60.8,1009.3,False,35.2,149,1.5
2019,0 days 00:18:05.110000,30.1,60.8,1009.4,False,35.2,165,1.3
2019,0 days 00:19:05.637000,30.1,60.8,1009.5,False,35.2,139,1.8
2019,0 days 00:20:06.133000,30.1,60.3,1009.4,False,35.2,134,1.8
2019,0 days 00:21:05.475000,30.2,60.0,1009.5,False,35.2,154,1.4
2019,0 days 00:22:05.581000,30.2,60.3,1009.5,False,35.2,155,1.3
2019,0 days 00:23:05.531000,30.3,60.5,1009.5,False,35.0,152,1.4
2019,0 days 00:24:05.512000,30.3,60.0,1009.5,False,35.2,152,1.7
2019,0 days 00:25:05.104000,30.3,60.0,1009.5,False,35.2,141,1.6
2019,0 days 00:26:05.101000,30.3,60.0,1009.6,False,35.2,186,1.5
2019,0 days 00:27:05.504000,30.2,60.0,1009.5,False,34.8,152,1.9
2019,0 days 00:28:05.126000,30.3,59.6,1009.6,False,34.8,157,1.7
2019,0 days 00:29:05.139000,30.3,59.4,1009.7,False,35.1,150,1.3
2019,0 days 00:30:05.151000,30.3,59.6,1009.6,False,34.8,123,1.4
2019,0 days 00:31:05.148000,30.2,59.8,1009.7,False,34.5,129,0.9
2019,0 days 00:32:05.379000,30.1,60.3,1009.7,False,34.5,144,0.8
2019,0 days 00:33:05.189000,30.1,60.4,1009.7,False,34.7,160,1.4
2019,0 days 00:34:05.155000,30.2,59.9,1009.7,False,34.7,163,0.7
2019,0 days 00:35:05.152000,30.1,60.4,1009.7,False,34.7,173,0.9
2019,0 days 00:36:05.149000,30.1,60.1,1009.7,False,34.4,175,1.4
2019,0 days 00:37:05.145000,30.1,59.8,1009.7,False,34.7,178,1.2
2019,0 days 00:38:05.158000,30.1,59.4,1009.6,False,34.7,157,1.5
2019,0 days 00:39:05.140000,30.1,59.9,1009.8,False,34.6,160,1.3
2019,0 days 00:40:05.152000,30.1,59.9,1009.7,False,34.2,179,0.7
2019,0 days 00:41:05.165000,30.0,60.1,1009.7,False,34.2,190,1.2
2019,0 days 00:42:05.178000,29.9,60.2,1009.6,False,34.6,111,1.0
2019,0 days 00:43:05.159000,29.9,60.3,1009.8,False,34.1,164,1.4
2019,0 days 00:44:05.171000,29.8,61.1,1009.7,False,33.9,165,1.0
2019,0 days 00:45:05.590000,29.9,61.2,1009.7,False,34.1,196,1.4
2019,0 days 00:46:05.509000,29.9,61.1,1009.7,False,34.3,186,0.9
2019,0 days 00:47:05.162000,29.9,61.2,1009.7,False,34.3,151,1.0
2019,0 days 00:48:05.222000,29.9,61.6,1009.8,False,34.5,157,1.5
2019,0 days 00:49:05.421000,30.0,61.6,1009.8,False,34.5,153,1.6
2019,0 days 00:50:05.590000,30.1,61.9,1009.7,False,34.5,164,1.3
2019,0 days 00:51:05.806000,30.0,61.8,1009.7,False,34.3,171,1.1
2019,0 days 00:52:05.163000,30.0,62.5,1009.8,False,34.3,169,0.9
2019,0 days 00:53:05.363000,30.0,62.2,1009.9,False,34.3,143,1.3
2019,0 days 00:54:05.359000,30.0,62.0,1009.8,False,34.3,156,1.4
2019,0 days 00:55:05.185000,30.1,61.7,1009.9,False,34.5,150,1.8
2019,0 days 00:56:05.291000,30.1,61.8,1010.0,False,34.4,157,1.3
2019,0 days 00:57:05.288000,30.1,61.8,1009.9,False,34.4,150,0.8
2019,0 days 00:58:05.207000,30.1,61.1,1009.9,False,34.1,191,1.6
2019,0 days 00:59:05.220000,30.1,60.9,1010.0,False,34.2,173,1.4
2019,0 days 01:00:05.201000,30.1,61.2,1010.0,False,34.2,261,1.3
2019,0 days 01:01:05.214000,30.1,60.9,1010.1,False,34.0,172,1.0
2019,0 days 01:02:05.226000,30.0,60.9,1010.0,False,34.1,97,1.3
2019,0 days 01:03:05.426000,29.9,60.8,1010.0,False,33.8,163,1.0
2019,0 days 01:04:05.235000,29.8,60.6,1010.1,False,33.8,174,1.7
2019,0 days 01:05:05.248000,29.7,61.0,1009.9,False,33.6,153,1.3
2019,0 days 01:06:05.245000,29.7,61.5,1010.0,False,33.6,155,0.8
2019,0 days 01:07:05.289000,29.7,60.9,1010.0,False,33.7,231,0.7
2019,0 days 01:08:05.348000,29.7,60.6,1010.0,False,33.8,142,0.9
2019,0 days 01:09:05.439000,29.8,60.3,1010.0,False,33.8,136,1.2
2019,0 days 01:10:05.295000,29.9,60.2,1010.1,False,34.2,179,1.5
2019,0 days 01:11:05.308000,29.9,59.7,1010.0,False,33.8,190,1.3
2019,0 days 01:12:05.742000,29.9,60.1,1010.0,False,33.6,151,1.0
2019,0 days 01:13:05.848000,29.9,60.2,1010.1,False,33.7,172,0.6
2019,0 days 01:14:05.673000,29.9,61.0,1010.1,False,33.7,223,1.2
2019,0 days 01:15:05.312000,29.8,60.4,1010.1,False,33.4,193,0.7
2019,0 days 01:16:05.308000,29.8,60.8,1010.2,False,33.7,150,1.0
2019,0 days 01:17:05.321000,29.9,60.8,1010.1,False,34.0,177,1.2
2019,0 days 01:18:05.318000,29.9,61.3,1010.2,False,33.9,166,1.2
2022,0 days 00:00:14.701000,26.5,82.0,1008.5,False,27.1,335,1.0
2022,0 days 00:01:14.694000,26.5,82.0,1008.5,False,27.0,345,0.8
2022,0 days 00:02:14.692000,26.5,82.0,1008.5,False,26.7,357,0.5
2022,0 days 00:03:14.693000,26.5,81.0,1008.5,False,27.1,308,0.8
2022,0 days 00:04:14.708000,26.5,83.0,1008.7,False,27.1,340,1.0
2022,0 days 00:05:14.724000,26.5,82.0,1008.7,False,27.3,356,1.2
2022,0 days 00:06:14.740000,26.5,82.0,1008.7,False,27.4,358,1.5
2022,0 days 00:07:14.741000,26.4,82.0,1008.7,False,27.3,2,0.8
2022,0 days 00:08:14.743000,26.4,82.0,1008.7,False,27.4,5,1.0
2022,0 days 00:09:14.737000,26.4,81.0,1008.7,False,27.4,1,1.1
2022,0 days 00:10:14.760000,26.4,81.0,1008.5,False,27.3,341,1.1
2022,0 days 00:11:14.757000,26.5,81.0,1008.7,False,27.4,354,1.2
2022,0 days 00:12:14.776000,26.5,81.0,1008.7,False,27.7,341,1.2
2022,0 days 00:13:14.772000,26.4,81.0,1008.7,False,27.4,347,1.0
2022,0 days 00:14:14.772000,26.4,81.0,1008.7,False,27.5,359,1.3
2022,0 days 00:15:14.771000,26.4,81.0,1008.7,False,27.4,6,1.2
2022,0 days 00:16:14.774000,26.4,81.0,1008.7,False,27.3,324,0.8
2022,0 days 00:17:14.772000,26.4,81.0,1008.7,False,27.3,348,0.8
2022,0 days 00:18:14.773000,26.4,81.0,1008.7,False,27.2,3,0.8
2022,0 days 00:19:14.773000,26.5,81.0,1008.9,False,27.2,293,0.6
2022,0 days 00:20:14.775000,26.5,81.0,1008.7,False,27.5,328,0.5
2022,0 days 00:21:14.773000,26.6,81.0,1008.9,False,27.7,165,0.6
2022,0 days 00:22:14.775000,26.6,82.0,1008.9,False,27.8,119,0.5
2022,0 days 00:23:14.773000,26.7,82.0,1008.9,False,28.0,207,0.5
2022,0 days 00:24:14.820000,26.8,82.0,1008.9,False,28.2,182,0.6
2022,0 days 00:25:14.773000,26.9,82.0,1009.0,False,28.2,164,0.8
2022,0 days 00:26:14.775000,26.9,82.0,1009.0,False,28.1,199,0.8
2022,0 days 00:27:14.774000,26.9,81.0,1008.9,False,28.1,172,1.2
2022,0 days 00:28:14.774000,27.0,81.0,1008.9,False,28.0,166,0.8
2022,0 days 00:29:14.766000,26.9,81.0,1009.0,False,27.9,187,1.2
2022,0 days 00:30:14.777000,26.9,81.0,1009.0,False,27.7,188,1.2
2022,0 days 00:31:14.774000,27.0,81.0,1009.0,False,27.6,175,1.2
2022,0 days 00:32:14.772000,27.1,82.0,1009.0,False,27.6,184,1.2
2022,0 days 00:33:14.773000,27.1,82.0,1009.0,False,27.6,161,1.2
2022,0 days 00:34:14.785000,27.1,82.0,1009.0,False,27.6,174,1.3
2022,0 days 00:35:14.775000,27.1,82.0,1009.0,False,27.5,149,1.0
2022,0 days 00:36:14.774000,27.1,82.0,1009.0,False,27.8,167,0.6
2022,0 days 00:37:14.773000,27.1,82.0,1009.0,False,27.9,140,0.6
2022,0 days 00:38:14.775000,27.1,82.0,1009.0,False,27.7,0,0.5
2022,0 days 00:39:14.771000,27.0,82.0,1009.0,False,27.6,0,0.0
2022,0 days 00:40:14.782000,27.0,83.0,1009.0,False,27.7,0,0.0
2022,0 days 00:41:14.775000,27.0,82.0,1009.0,False,27.8,332,0.6
2022,0 days 00:42:14.777000,26.9,83.0,1009.2,False,27.5,217,0.8
2022,0 days 00:43:14.776000,26.9,83.0,1009.2,False,27.5,8,0.6
2022,0 days 00:44:14.776000,26.9,83.0,1009.2,False,27.5,334,0.6
2022,0 days 00:45:14.776000,27.0,83.0,1009.2,False,27.2,79,0.6
2022,0 days 00:46:14.775000,27.0,83.0,1009.2,False,27.2,124,0.5
2022,0 days 00:47:14.784000,27.0,84.0,1009.2,False,27.3,132,0.5
2022,0 days 00:48:14.777000,27.0,83.0,1009.2,False,27.5,0,1.3
2022,0 days 00:49:14.776000,26.9,83.0,1009.4,False,27.4,291,0.4
2022,0 days 00:50:14.776000,26.9,82.0,1009.4,False,27.7,0,0.0
2022,0 days 00:51:14.790000,26.8,83.0,1009.4,False,27.7,90,1.2
2022,0 days 00:52:14.783000,26.9,82.0,1009.4,False,28.0,157,0.6
2022,0 days 00:53:14.800000,26.9,81.0,1009.4,False,28.0,193,0.4
2022,0 days 00:54:14.813000,26.9,82.0,1009.5,False,28.0,322,0.4
2022,0 days 00:55:14.822000,27.0,81.0,1009.5,False,28.3,151,0.5
2022,0 days 00:56:14.822000,27.0,81.0,1009.5,False,28.3,179,0.6
2022,0 days 00:57:14.829000,27.0,81.0,1009.5,False,28.3,323,0.8
2022,0 days 00:58:14.828000,27.0,80.0,1009.5,False,28.6,299,0.6
2022,0 days 00:59:14.822000,27.0,80.0,1009.5,False,28.3,0,0.4
2022,0 days 01:00:14.822000,27.1,80.0,1009.5,False,28.3,156,0.5
2022,0 days 01:01:14.824000,27.0,80.0,1009.5,False,28.3,180,0.5
2022,0 days 01:02:14.839000,26.9,80.0,1009.5,False,28.1,0,0.3
2022,0 days 01:03:14.867000,26.9,80.0,1009.5,False,28.0,174,0.3
2022,0 days 01:04:14.869000,26.9,80.0,1009.5,False,28.1,174,0.6
2022,0 days 01:05:14.870000,26.9,80.0,1009.7,False,27.9,0,0.8
2022,0 days 01:06:14.884000,26.9,80.0,1009.7,False,28.0,0,0.4
2022,0 days 01:07:14.900000,27.0,80.0,1009.7,False,28.0,12,0.4
2022,0 days 01:08:14.917000,27.0,81.0,1009.7,False,28.1,154,0.3
2022,0 days 01:09:14.931000,27.1,81.0,1009.5,False,28.2,242,0.0
2022,0 days 01:10:14.947000,27.1,81.0,1009.7,False,28.4,0,0.0
2022,0 days 01:11:14.968000,27.2,81.0,1009.7,False,28.5,157,0.0
2022,0 days 01:12:14.960000,27.2,81.0,1009.7,False,28.5,129,1.0
2022,0 days 01:13:14.962000,27.1,80.0,1009.7,False,28.4,0,0.6
2022,0 days 01:14:14.980000,27.1,81.0,1009.7,False,28.3,192,0.0
2022,0 days 01:15:14.980000,27.2,81.0,1009.7,False,28.3,159,0.4
2022,0 days 01:16:14.984000,27.2,81.0,1009.7,False,28.5,155,1.2
2022,0 days 01:17:14.994000,27.2,80.0,1009.7,False,28.5,180,0.6
2022,0 days 01:18:14.996000,27.2,80.0,1009.7,False,28.4,174,0.5
2022,0 days 01:19:15.010000,27.2,80.0,1009.7,False,28.5,158,0.8
2023,0 days 00:00:17.890000,29.6,77.0,1009.2,False,34.8,193,1.7
2023,0 days 00:01:17.889000,29.6,77.0,1009.2,False,34.8,193,2.2
2023,0 days 00:02:17.888000,29.6,77.0,1009.2,False,34.8,177,2.4
2023,0 days 00:03:17.902000,29.6,77.0,1009.2,False,34.5,176,2.0
2023,0 days 00:04:17.901000,29.7,78.0,1009.2,False,34.5,167,1.7
2023,0 days 00:05:17.932000,29.7,78.0,1009.2,False,34.8,188,1.7
2023,0 days 00:06:17.946000,29.7,78.0,1009.2,False,34.6,181,1.8
2023,0 days 00:07:17.945000,29.6,78.0,1009.2,False,34.6,169,1.6
2023,0 days 00:08:17.944000,29.6,77.0,1009.4,False,34.7,195,2.0
2023,0 days 00:09:17.943000,29.6,77.0,1009.4,False,34.7,191,1.7
2023,0 days 00:10:17.942000,29.6,77.0,1009.5,False,34.6,161,1.7
2023,0 days 00:11:17.941000,29.6,77.0,1009.4,False,34.6,173,1.6
2023,0 days 00:12:17.940000,29.6,76.0,1009.4,False,34.8,192,1.7
2023,0 days 00:13:17.939000,29.6,76.0,1009.5,False,34.8,193,2.5
2023,0 days 00:14:17.938000,29.5,76.0,1009.5,False,34.5,187,2.7
2023,0 days 00:15:17.968000,29.6,77.0,1009.5,False,34.4,189,2.0
2023,0 days 00:16:17.967000,29.6,77.0,1009.5,False,34.4,177,2.0
2023,0 days 00:17:17.966000,29.7,76.0,1009.5,False,34.8,181,2.0
2023,0 days 00:18:17.965000,29.7,75.0,1009.5,False,35.3,175,2.5
2023,0 days 00:19:17.964000,29.8,75.0,1009.7,False,34.6,161,2.0
2023,0 days 00:20:17.978000,29.7,75.0,1009.5,False,34.6,171,2.0
2023,0 days 00:21:17.977000,29.8,74.0,1009.5,False,34.8,173,1.8
2023,0 days 00:22:17.976000,29.8,75.0,1009.5,False,34.5,166,2.0
2023,0 days 00:23:17.975000,29.8,75.0,1009.5,False,34.3,165,2.0
2023,0 days 00:24:17.974000,29.8,75.0,1009.5,False,34.3,184,2.4
2023,0 days 00:25:17.989000,29.7,75.0,1009.5,False,34.4,187,2.2
2023,0 days 00:26:17.988000,29.7,76.0,1009.5,False,34.4,173,1.8
2023,0 days 00:27:17.987000,29.7,76.0,1009.7,False,34.3,166,2.5
2023,0 days 00:28:17.986000,29.8,76.0,1009.7,False,34.3,162,1.8
2023,0 days 00:29:17.985000,29.7,76.0,1009.7,False,34.3,160,2.2
2023,0 days 00:30:17.983000,29.8,76.0,1009.7,False,34.3,186,1.5
2023,0 days 00:31:17.982000,29.7,76.0,1009.7,False,34.8,191,1.7
2023,0 days 00:32:17.997000,29.8,76.0,1009.7,False,34.2,188,2.5
2023,0 days 00:33:17.996000,29.8,76.0,1009.7,False,34.5,189,1.7
2023,0 days 00:34:17.995000,29.8,76.0,1009.7,False,34.6,168,2.0
2023,0 days 00:35:17.994000,29.7,77.0,1009.7,False,34.4,168,2.2
2023,0 days 00:36:17.993000,29.8,77.0,1009.7,False,34.4,190,2.0
2023,0 days 00:37:17.992000,29.8,77.0,1009.7,False,34.4,182,1.8
2023,0 days 00:38:17.991000,29.7,77.0,1009.7,False,34.3,192,1.3
2023,0 days 00:39:17.990000,29.7,77.0,1009.7,False,34.1,188,1.7
2023,0 days 00:40:17.989000,29.6,77.0,1009.7,False,34.2,161,1.7
2023,0 days 00:41:17.988000,29.6,77.0,1009.7,False,34.5,190,1.5
2023,0 days 00:42:18.002000,29.6,77.0,1009.7,False,34.5,176,1.2
2023,0 days 00:43:17.985000,29.5,77.0,1009.7,False,34.0,182,1.5
2023,0 days 00:44:18,29.5,78.0,1009.7,False,34.0,174,1.1
2023,0 days 00:45:17.999000,29.5,78.0,1009.9,False,34.1,186,1.0
2023,0 days 00:46:17.998000,29.5,77.0,1009.9,False,34.1,191,1.6
2023,0 days 00:47:17.997000,29.5,78.0,1009.9,False,34.1,195,2.0
2023,0 days 00:48:17.980000,29.5,78.0,1009.7,False,33.9,168,2.0
2023,0 days 00:49:17.995000,29.5,78.0,1009.9,False,34.1,178,1.5
2023,0 days 00:50:17.994000,29.5,77.0,1009.7,False,34.1,158,1.5
2023,0 days 00:51:17.993000,29.5,78.0,1009.7,False,34.1,170,1.7
2023,0 days 00:52:17.991000,29.5,78.0,1009.9,False,34.1,198,1.7
2023,0 days 00:53:18.006000,29.4,78.0,1009.9,False,34.1,165,1.5
2023,0 days 00:54:18.005000,29.4,77.0,1009.9,False,33.9,160,1.7
2023,0 days 00:55:18.004000,29.4,77.0,1009.9,False,33.9,202,1.7
2023,0 days 00:56:18.003000,29.4,77.0,1009.9,False,34.0,178,1.7
2023,0 days 00:57:18.002000,29.4,77.0,1009.7,False,34.1,193,1.3
2023,0 days 00:58:18.001000,29.4,77.0,1009.9,False,34.1,183,1.7
2023,0 days 00:59:18.031000,29.4,78.0,1009.9,False,34.1,196,1.7
2023,0 days 01:00:18.046000,29.4,78.0,1009.9,False,33.8,190,2.0
2023,0 days 01:01:18.060000,29.4,78.0,1009.9,False,33.8,198,1.8
2023,0 days 01:02:18.090000,29.4,78.0,1010.0,False,34.0,181,2.0
2023,0 days 01:03:18.089000,29.4,78.0,1009.9,False,34.0,198,1.6
2023,0 days 01:04:18.104000,29.4,78.0,1010.0,False,34.0,187,1.3
2023,0 days 01:05:18.118000,29.4,78.0,1010.0,False,34.0,193,1.8
2023,0 days 01:06:18.133000,29.4,79.0,1010.0,False,34.2,178,1.8
2023,0 days 01:07:18.132000,29.3,78.0,1010.0,False,34.2,188,1.7
2023,0 days 01:08:18.131000,29.3,78.0,1010.0,False,34.2,174,1.5
2023,0 days 01:09:18.145000,29.3,78.0,1009.9,False,34.1,186,1.7
2023,0 days 01:10:18.144000,29.4,78.0,1010.0,False,34.1,169,2.0
2023,0 days 01:11:18.143000,29.4,78.0,1010.0,False,33.8,192,1.3
2023,0 days 01:12:18.142000,29.4,78.0,1010.0,False,33.8,174,2.0
2023,0 days 01:13:18.141000,29.4,78.0,1010.0,False,33.8,201,1.3
2023,0 days 01:14:18.140000,29.4,79.0,1009.9,False,33.9,187,1.7
2023,0 days 01:15:18.139000,29.5,79.0,1010.0,False,33.9,178,1.7
2023,0 days 01:16:18.138000,29.5,79.0,1010.0,False,34.1,187,1.7
2023,0 days 01:17:18.137000,29.5,79.0,1010.0,False,34.2,182,1.7
2023,0 days 01:18:18.136000,29.5,79.0,1010.0,False,34.2,175,1.8
2023,0 days 01:19:18.135000,29.5,78.0,1010.0,False,34.1,183,1.5
2023,0 days 01:20:18.134000,29.5,78.0,1010.0,False,34.0,177,1.8
2023,0 days 01:21:18.148000,29.4,78.0,1010.0,False,33.8,190,1.5
2023,0 days 01:22:18.147000,29.4,78.0,1010.0,False,34.0,196,2.0
2023,0 days 01:23:18.146000,29.4,78.0,1010.0,False,34.0,190,1.7
2023,0 days 01:24:18.145000,29.4,79.0,1010.0,False,33.8,166,1.8
2023,0 days 01:25:18.144000,29.5,78.0,1010.0,False,33.8,189,1.7
2023,0 days 01:26:18.143000,29.4,79.0,1010.0,False,34.0,166,2.0
2023,0 days 01:27:18.142000,29.5,78.0,1010.0,False,34.0,163,1.7
2023,0 days 01:28:18.141000,29.4,79.0,1010.0,False,33.9,190,1.7
2023,0 days 01:29:18.140000,29.4,78.0,1010.0,False,33.9,181,2.0
2023,0 days 01:30:18.154000,29.4,79.0,1010.0,False,33.8,185,1.7
2023,0 days 01:31:18.153000,29.4,78.0,1010.0,False,33.8,153,1.6
2023,0 days 01:32:18.152000,29.3,78.0,1010.0,False,33.6,155,1.6
2023,0 days 01:33:18.151000,29.3,78.0,1010.2,False,33.5,177,1.5
2023,0 days 01:34:18.150000,29.3,78.0,1009.9,False,33.6,173,1.7
2023,0 days 01:35:18.149000,29.3,78.0,1010.0,False,33.6,160,1.2
2023,0 days 01:36:18.148000,29.3,78.0,1010.0,False,33.6,192,2.0
2023,0 days 01:37:18.147000,29.3,78.0,1010.0,False,33.7,179,1.5
2023,0 days 01:38:18.146000,29.3,78.0,1010.0,False,33.8,188,1.7
2023,0 days 01:39:18.160000,29.4,78.0,1010.0,False,33.7,191,1.2
2023,0 days 01:40:18.159000,29.4,77.0,1010.0,False,34.0,197,1.5
