DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,H_TYPE,H_INDICATOR,GUEST_REGION,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,OBS_COMMENT,UNIT_MULT
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,EST,_Z,FCSC,2017,146,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,EST,_Z,FCSC,2019,142,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,EST,_Z,FCSC,2020,146,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,EST,_Z,FCSC,2021,149,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,EST,_Z,FCSC,2022,153,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2015,18408,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2016,17419,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2017,16584,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2019,18277,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2020,19269,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2021,20173,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,DELSUP,ROOM,_Z,FCSC,2022,20489,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1975,25,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1976,23,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1977,22,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1978,64,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1979,65,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1980,73,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1981,80,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1982,86,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1983,83,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1984,78,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1985,85,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1986,85,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1987,86,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1988,88,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1989,109,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1990,122,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1991,189,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1992,215,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1993,229,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1994,254,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1995,291,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1996,304,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1997,323,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1998,339,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,1999,339,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2000,353,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2001,351,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2002,364,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2003,366,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2004,359,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2005,383,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2010,522,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2011,559,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2012,561,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2013,592,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2014,660,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2015,684,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2016,702,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2017,726,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2018,772,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2019,805,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2020,774,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2021,832,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,EST,_Z,FCSC,2022,881,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2010,20467,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2011,22577,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2012,24701,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2013,26633,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2015,32915,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2016,35596,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2017,38852,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2018,44148,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2019,47192,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2020,47874,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2021,54294,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,4STAR,ROOM,_Z,FCSC,2022,57522,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2010,25540,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2011,26299,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2012,25681,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2013,26797,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2015,29070,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2016,31046,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2017,31213,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2018,31965,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2019,34040,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2020,30365,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2021,34184,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,123STAR,ROOM,_Z,FCSC,2022,37134,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1976,11,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1977,6,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1978,27,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1979,30,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1980,35,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1981,34,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1982,41,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1983,44,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1984,40,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1985,42,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1986,41,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1987,39,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1988,39,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1989,36,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1990,40,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1991,41,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1992,47,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1993,55,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1994,55,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1995,62,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1996,70,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1997,79,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1998,84,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,1999,90,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2000,73,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2001,75,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2002,67,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2003,71,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2004,63,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,1CLASS,EST,_Z,FCSC,2005,74,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1976,469,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1977,1297,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1978,441,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1979,288,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1980,342,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1981,375,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1982,232,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1983,228,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1984,196,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1985,296,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1986,349,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1987,409,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1988,467,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1989,568,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1990,739,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1991,764,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1992,1316,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1993,1642,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1994,1673,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1995,2247,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1996,2288,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1997,2343,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1998,2804,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,1999,3089,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2000,6392,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2001,6455,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2002,7553,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2003,8154,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2004,8215,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,2CLASS,ROOM,_Z,FCSC,2005,8615,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1975,1743,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1976,1887,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1977,2446,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1978,5379,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1979,6814,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1980,8504,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1981,9025,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1982,10298,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1983,10328,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1984,10081,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1985,10281,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1986,9973,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1987,9912,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1988,9852,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1989,10591,,,,
FCSA:DF_HOT_TYPE(4.3.0),H,NUMBER,AE,A,HOT,ROOM,_Z,FCSC,1990,11115,,,,
