DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,H_TYPE,H_INDICATOR,GUEST_REGION,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,OBS_COMMENT,UNIT_MULT
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2015,69766747,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2016,73854531,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2017,78179269,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2018,80343014,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2019,84963118,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2020,54322945,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2021,77014648,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GUN,_T,FCSC,2022,91461979,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2015,2380206,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2016,2608077,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2017,2691335,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2018,2628313,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2019,2908812,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2020,2099228,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2021,2611155,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHH,AC,FCSC,2022,3068284,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1979,391677,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1980,506287,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1981,627824,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1982,721503,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1983,758288,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1984,753245,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1985,786194,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1986,792999,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1987,908051,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1988,1044727,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1989,1071238,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1990,1098422,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1991,1165607,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1992,1465959,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1993,1665137,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1994,1918763,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1995,2314659,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1996,2572382,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1997,2475868,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1998,2990539,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,1999,3392614,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2000,3829732,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2001,4133531,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2002,5445367,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2003,5871023,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2004,6225691,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2005,7134217,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2010,9582531,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2011,11015679,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2012,12477041,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2013,17729149,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,_T,FCSC,2014,19568701,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1979,111320,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1980,151488,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1981,198393,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1982,260897,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1983,106919,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1984,98398,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1985,101703,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1986,101845,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1987,118139,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1988,138185,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1989,140049,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1990,129030,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1991,112542,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1992,136685,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1993,142483,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1994,165258,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1995,187534,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1996,218736,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1997,239683,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1998,304487,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,1999,367098,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2000,426366,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2001,441818,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2002,597453,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2003,631995,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2004,587862,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2005,664283,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2010,786318,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2011,891914,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2012,923982,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2013,1585587,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,AC,FCSC,2014,2255007,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1983,166442,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1984,190150,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1985,222632,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1986,218436,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1987,281309,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1988,307440,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1989,337541,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1990,346458,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1991,324859,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1992,451850,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1993,465819,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1994,501081,,,,
FCSA:DF_GUEST_REGION(4.3.0),H,NUMBER,AE,A,_Z,GHA,ACAF,FCSC,1995,574951,,,,
