DATAFLOW,MEASURE,UNIT_MEASURE,REF_AREA,FREQ,H_TYPE,H_INDICATOR,GUEST_REGION,SOURCE_DETAIL,TIME_PERIOD,OBS_VALUE,DECIMALS,OBS_STATUS,OBS_COMMENT,UNIT_MULT
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2005,815664136,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2013,17684807305,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2014,20095178972,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2015,20292769715,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2016,19199591199,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2017,19286793192,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2018,18969897235,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2019,18228283713,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2020,10261174893,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2021,18230983917,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,RR,_Z,FCSC,2022,24949462565,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TOR,_Z,FCSC,2019,47053310,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TOR,_Z,FCSC,2020,32222098,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TOR,_Z,FCSC,2021,44819509,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TOR,_Z,FCSC,2022,51222150,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1976,1248184,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1979,1019206,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1980,1410486,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1981,1828297,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1982,2108739,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1983,2160934,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1984,2049862,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1985,2147323,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1986,2102699,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1987,2311218,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1988,2644971,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1989,3037606,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1990,3411545,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1991,3426040,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1992,4046221,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1993,4823124,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1994,5674338,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1995,6363775,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1996,7003713,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1997,7009321,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1998,7984413,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,1999,8554043,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2000,10313499,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2001,10126372,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2002,12359593,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2003,14191984,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2004,16406257,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2005,18344976,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2010,24007139,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2011,30892681,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2012,34990487,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2013,57285459,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2014,63704817,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2015,69766747,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2016,73854531,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2017,78179269,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2018,80343014,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2019,84963118,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2020,54322945,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2021,77014648,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,GUN,_Z,FCSC,2022,91461979,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1985,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1986,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1987,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1988,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1989,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1990,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1991,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1992,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1993,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1994,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1995,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1996,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1997,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1998,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,1999,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2000,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2001,2,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2002,2,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2003,2,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2004,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2005,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2010,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2011,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2012,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2013,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2014,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2015,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2016,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2017,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2018,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2019,3,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2020,4,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2021,4,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,LS,_Z,FCSC,2022,3.62727732,2,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2013,2082488354,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2015,11689873713,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2016,11515955742,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2017,11474166341,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2018,11563808785,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2019,11644105112,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2020,5963474412,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2021,9412455414,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,FB,_Z,FCSC,2022,12096709122,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2015,148632,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2016,155704,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2017,162225,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2018,173086,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2019,183193,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2020,180257,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2021,193913,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,AR,_Z,FCSC,2022,203948,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1985,483445,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1986,476104,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1987,494309,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1988,557348,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1989,630974,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1990,666957,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1991,710060,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1992,842044,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1993,954911,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1994,1074251,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1995,1200054,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1996,1396739,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1997,1540718,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1998,1707820,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,1999,1702004,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2000,1904544,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2001,2009823,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2002,2567258,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2003,2633144,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2004,575096997,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2005,729520775,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2013,8529388426,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2014,12592204571,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2015,926347076,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2016,915258438,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2017,986403284,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2018,792652892,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2019,799682874,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2020,409553874,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2021,495392390,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,OR,_Z,FCSC,2022,760000000,0,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1985,801929,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1986,774608,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1987,809235,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1988,902371,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1989,1056750,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1990,1156267,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1991,1268690,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1992,1524778,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1993,1780309,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1994,2014317,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1995,2319528,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1996,2728399,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1997,2985648,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1998,3153425,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,1999,3275703,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2000,3713582,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2001,3904379,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2002,4875323,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2003,5421533,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2004,1115819458,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2005,1545184911,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2013,28296684085,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2014,32687383542,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2015,32908990504,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2016,31630805379,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2017,31747362818,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2018,31326358912,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2019,30672071700,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2020,16634203178,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2021,28138831721,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,TR,_Z,FCSC,2022,37802216007,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TAR,_Z,FCSC,2019,63511287,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TAR,_Z,FCSC,2020,58885641,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TAR,_Z,FCSC,2021,67321844,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,NUMBER,AE,A,_Z,TAR,_Z,FCSC,2022,71927837.5,0,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2015,500,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2016,455,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2017,436,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2018,417,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2019,387,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2020,318,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2021,407,,,,
FCSA:DF_HOT_INDICATOR(4.3.0),H,AED,AE,A,_Z,ARR,_Z,FCSC,2022,487,,,,
